title,source,category,published_at,url,description,date,hour,day_of_week,title_length,description_length,hours_since_published,trend_velocity
Eating Meat Linked to Lower Dementia Risk in Key Genetic Group - SciTechDaily,SciTechDaily,health,2026-03-21 16:56:57+00:00,https://scitechdaily.com/?p=514052,A long-term Swedish study suggests that the relationship between diet and dementia may be more complex than previously understood.,2026-03-21,16,Saturday,77,130,329.81237928666667,0.2327603343201234
"6 of the Best Breads to Eat, According to Nutritionists - marthastewart.com",Martha Stewart,health,2026-03-21 16:00:00+00:00,https://www.marthastewart.com/healthiest-breads-to-eat-11929308,"Nutritionists share the best breads to eat and why. Also, what to look for on bread labels to ensure the loaf is a healthy choice. The experts we spoke to recommend 100% whole-grain, sprouted grain, fax, oat, sourdough, and other breads as the healthiest choi…",2026-03-21,16,Saturday,75,260,330.7615459533333,0.22606598297727293
New AI Glasses for Dementia ‘Sees’ Objects With Labels Projected on Lenses to ‘Significantly’ Improve Lives - Good News Network,Good News Network,health,2026-03-21 15:50:51+00:00,https://www.goodnewsnetwork.org/ai-glasses-for-dementia-sees-objects-with-labels-projected-on-lenses/,New AI glasses for folks with dementia can project visual prompts on the lenses and answer questions to provide more independent living.,2026-03-21,15,Saturday,127,136,330.9140459533333,0.3826291823090127
When’s the Best Time to Take Magnesium? - GQ,GQ Magazine,health,2026-03-21 15:35:22+00:00,https://www.gq.com/story/whens-the-best-time-to-take-magnesium-2,An expert explains how and when you should take magnesium supplements to maximize their benefits and minimize potential side effects.,2026-03-21,15,Saturday,44,133,331.1721015088889,0.13246145537247223
Cardiovascular Disease: Menopause Before Age 40 Linked to Higher Risk - Healthline,Healthline,health,2026-03-21 15:16:32+00:00,https://www.healthline.com/health-news/early-menopause-higher-risk-cardiovascular-disease,Women who go through natural menopause before age 40 face a 40% higher lifetime risk of coronary heart disease. Black women are three times as likely to experience early menopause as white women.,2026-03-21,15,Saturday,82,195,331.48599039777775,0.2466269327675951
Stopping Ozempic? New study reveals surprising weight regain results after GLP-1s - AOL.com,Fox News,health,2026-03-21 14:48:00+00:00,https://www.foxnews.com/health/stopping-ozempic-new-study-reveals-surprising-weight-regain-results-after-glp-1s,"New research challenges fears about Ozempic weight regain. Cleveland Clinic study of 8,000 patients finds minimal rebound after stopping GLP-1 medications.",2026-03-21,14,Saturday,91,155,331.9615459533333,0.2733048338643713
"Retired Santa Rosa teacher diagnosed with rare, fatal neurodegenerative disease - The Press Democrat",Santa Rosa Press Democrat,health,2026-03-21 14:32:51+00:00,https://www.pressdemocrat.com/2026/03/21/retired-santa-rosa-teacher-diagnosed-with-rare-fatal-neurodegenerative-disease/,"Friends, family and colleagues have gathered in support of Carol Kovatch, who was diagnosed this year with a neurodegenerative disease.",2026-03-21,14,Saturday,100,135,332.2140459533333,0.3001073970753472
New Experimental Drug Shrinks Tumors in Prostate Cancer Clinical Trial - ScienceAlert,ScienceAlert,health,2026-03-21 14:01:52+00:00,https://www.sciencealert.com/new-experimental-drug-shrinks-tumors-in-prostate-cancer-clinical-trial,A new immunotherapy drug has demonstrated early promise in a recent prostate cancer clinical trial.,2026-03-21,14,Saturday,85,99,332.7304348422222,0.2546965788127339
Turns out your coffee addiction may be doing your brain a favor - theregister.com,Theregister.com,health,2026-03-21 12:10:00+00:00,https://www.theregister.com/2026/03/21/turns_out_your_coffee_addiction/,: Decades of data suggest people who stick to a couple of brews fare better in terms of gray matter,2026-03-21,12,Saturday,81,99,334.59487928666664,0.2413624432296818
Giant Study May Have Found The Ideal Amount of Coffee to Lower Stress - ScienceAlert,ScienceAlert,health,2026-03-21 12:01:50+00:00,https://www.sciencealert.com/giant-study-may-have-found-the-ideal-amount-of-coffee-to-lower-stress,"A coffee hit might be more commonly associated with increased alertness, but a new study shows that it could also help lower the risks of developing anxiety and depression – and there's actually a sweet spot when it comes to how much to drink to get the best …",2026-03-21,12,Saturday,84,260,334.73099039777776,0.25020031633206063
"His chest felt like his son was lying on it. His doctor recommended a procedure that's ""crazy even to heart surgeons."" - CBS News",CBS News,health,2026-03-21 12:00:02+00:00,https://www.cbsnews.com/news/bicuspid-aortic-valve-ross-procedure-cardiac-surgery/,Transit Officer Paul DeGeorge thought his son was lying on him. Then he realized something much scarier was happening.,2026-03-21,12,Saturday,129,118,334.7609903977778,0.3842018688566919
"The Best Time to Eat Yogurt, According to Experts - Vogue",Vogue,health,2026-03-21 12:00:00+00:00,https://www.vogue.com/article/the-best-time-to-eat-yogurt,Experts weigh in on the protein-packed food.,2026-03-21,12,Saturday,57,44,334.7615459533333,0.16976333557840567
'That's why there's 9 billion of us and not 9 billion of some other primate': Why our ability to adapt is humanity's 'superpower' - Live Science,Live Science,health,2026-03-21 12:00:00+00:00,https://www.livescience.com/archaeology/human-evolution/thats-why-theres-9-billion-of-us-and-not-9-billion-of-some-other-primate-why-our-ability-to-adapt-is-humanitys-superpower,"Live Science spoke with Herman Pontzer, an evolutionary anthropologist and author of the book ""Adaptable,"" about the science of human diversity.",2026-03-21,12,Saturday,144,144,334.7615459533333,0.4288757951454459
Neuroscientists just upended our understanding of Pavlovian learning - PsyPost,PsyPost,health,2026-03-21 10:13:34+00:00,https://www.psypost.org/neuroscientists-just-upended-our-understanding-of-pavlovian-learning/,"Published in Nature Neuroscience, new research reveals that timing, not repetition, drives associative learning. By showing the brain prioritizes the delay between rewards, the study upends century-old assumptions and suggests new ways to understand habit for…",2026-03-21,10,Saturday,78,260,336.53543484222223,0.23108684881177102
"College Student Fell Down Steps at School and Thought She Had a Concussion. Then, She Got a Shocking Diagnosis - Yahoo Life UK",PEOPLE,health,2026-03-21 10:00:00+00:00,https://people.com/college-student-thought-she-had-concussion-from-fall-diagnosed-with-brain-tumor-11929992,A college student discovered that she had a brain tumor after going to the hospital with concerns about a fall she had while drunk. The tumor soon progressed to stage four and another one has been found in a different part of her brain.,2026-03-21,10,Saturday,126,236,336.7615459533333,0.3730442423348238
Five questions that still need answering about the meningitis outbreak - BBC,BBC News,health,2026-03-21 09:50:45+00:00,https://www.bbc.com/news/articles/cz783d70x8ro,"The size and speed of the outbreak which has now affected 34 people, killing two of them, has been labelled ""unprecedented"".",2026-03-21,9,Saturday,76,124,336.91571261999997,0.2249081565658508
Halle Berry reveals the supplement she thought she’d ‘never’ take - but now does every day to boost longevity - Yahoo,woman&home,health,2026-03-21 09:00:00+00:00,https://www.womanandhome.com/health-wellbeing/health-wellbeing-news/halle-berry-creatine-lifestyle-changes/,"As the star heads toward 60, she's revealed the lifestyle changes that have helped her feel her best",2026-03-21,9,Saturday,117,100,337.7615459533333,0.3453756820914896
Mom Recalls Watching 6-Year-Old Daughter 'Fade Away' After 'Flu-Like' Symptoms Lead to Devastating Diagnosis (Exclusive) - Yahoo Lifestyle Canada,PEOPLE,health,2026-03-21 08:30:00+00:00,https://people.com/6-year-old-dies-after-flu-like-symptoms-are-stage-4-cancer-exclusive-11927439,"“I will forever miss my daughter and best friend,” Kiersten Peterson tells PEOPLE",2026-03-21,8,Saturday,145,81,338.2615459533333,0.42739886594735166
"Psychology says people with true class don't perform kindness for an audience - they're kind in parking lots, grocery stores, and phone calls with customer service because their character doesn't change based on who's watching - VegOut",Vegoutmag.com,health,2026-03-17 20:46:05+00:00,https://vegoutmag.com/lifestyle/gen-psychology-says-people-with-true-class-dont-perform-kindness-for-an-audience-theyre-kind-in-parking-lots-grocery-stores-and-phone-calls-with-customer-service-because-their-characte/,"They don’t adjust their behavior depending on who’s watching - because their standards aren’t performative, they’re consistent. Real class shows up in the small, unseen moments, where kindness isn’t for approval - it’s just who they are.",2026-03-17,20,Tuesday,235,237,421.99349039777775,0.5555641052040989
"AL East Notes: Gil, Bastardo, Lux - MLB Trade Rumors",MLB Trade Rumors,sports,2026-03-23 03:46:00+00:00,https://www.mlbtraderumors.com/2026/03/al-east-notes-gil-bastardo-lux.html,"The latest buzz from the Yankees, Blue Jays, Red Sox, and Rays. Check out MLB Trade Rumors for all the AL East roster rumblings.",2026-03-23,3,Monday,52,128,294.9948792866667,0.1756787148660054
Wisconsin wins 2026 NC women's hockey championship for second straight year - NCAA.com,NCAA.com,sports,2026-03-23 03:23:23+00:00,https://www.ncaa.com/news/icehockey-women/article/2026-03-22/wisconsin-wins-2026-nc-womens-hockey-championship-second-straight-year,"Wisconsin defeated Ohio State 3-2 in the 2026 NC women's hockey championship, winning its third title in four years.",2026-03-23,3,Monday,86,116,295.3718237311111,0.2901760326515557
UConn vs UCLA live: Huskies look to reach Sweet 16 - CT Insider,Ctinsider.com,sports,2026-03-23 02:13:48+00:00,https://www.ctinsider.com/sports/uconn-mens-basketball/article/uconn-ucla-live-updates-ncaa-tournament-3-22-26-22090720.php,The Huskies and Bruins will meet in Philadelphia with a trip to the Sweet 16 on the line.,2026-03-23,2,Monday,63,89,296.5315459533333,0.2117422534075809
3 reasons why Gonzaga men’s season came to an early end in NCAA tournament - The Seattle Times,The Seattle Times,sports,2026-03-23 01:58:40+00:00,https://www.seattletimes.com/sports/gonzaga-bulldogs/3-reasons-why-gonzaga-mens-season-came-to-an-early-end-in-ncaa-tournament/,"The Gonzaga men's six-point loss in the second round of the NCAA tournament happened for a variety of reasons, but Texas’ bench and the Zags’ continued three-point shooting struggles both played big roles on Saturday in Portland.",2026-03-23,1,Monday,94,229,296.78376817555556,0.31566529155001893
Panthers' Greer suspended 3 games for shoving Flames' Zary - ESPN,ESPN,sports,2026-03-23 01:57:00+00:00,https://www.espn.com/nhl/story/_/id/48283474/panthers-greer-suspended-3-games-shoving-flames-zary,Panthers forward A.J. Greer has been suspended three games for shoving Calgary Flames forward Connor Zary into the boards from behind.,2026-03-23,1,Monday,65,134,296.81154595333334,0.21825883140939542
Carlos Alcaraz loses to Sebastian Korda in the third round of the Miami Open - AP News,Associated Press,sports,2026-03-23 01:53:00+00:00,https://apnews.com/article/alcaraz-miami-open-483560829bca8e28f6da25a77241f23d,"Carlos Alcaraz has been eliminated in the third round of the Miami Open, losing to Sebastian Korda in three sets. The 22-year-old Alcaraz, who completed the career grand slam when he won the Australian Open in January, dropped to 17-2 this season. The world N…",2026-03-23,1,Monday,86,260,296.87821262,0.28870859417203926
Iowa beats No. 1 seed and defending champ Florida in March Madness on Folgueiras' 3 in final seconds - AP News,Associated Press,sports,2026-03-23 01:51:00+00:00,https://apnews.com/article/iowa-florida-score-march-madness-aa80c53cb290b3bd6b6d69aa387c44e2,"Alvaro Folgueiras nailed a 3-pointer with 4.5 seconds remaining and Iowa eliminated defending national champion Florida, sending the top-seeded Gators home with a 73-72 victory in the second round of the NCAA Tournament. Under first-year coach Ben McCollum, I…",2026-03-23,1,Monday,110,260,296.9115459533333,0.36923711582910945
"Minnesota Wild reporter Jessi Pierce and her 3 children found dead in house fire, league says - CNN",CNN,sports,2026-03-23 01:31:00+00:00,https://www.cnn.com/2026/03/22/sport/jessi-pierce-death-minnesota-wild,"NHL reporter Jessi Pierce and her three children were killed Saturday in a weekend house fire in Minnesota, the league announced on its sports website Sunday.",2026-03-23,1,Monday,99,158,297.2448792866667,0.33194199423234116
"Scoggins: Battle, Braun see their dedication to U rewarded with Sweet 16 trip - Star Tribune",Minneapolis Star Tribune,sports,2026-03-23 00:16:37+00:00,https://www.startribune.com/gophers-womens-basketball-amaya-battle-mara-braun-sophie-hart-ncaa-tournament-ole-miss/601615510,"Gophers guards Amaya Battle and Mara Braun, who could have left after a coaching change in 2023, have led the team to its first Sweet 16 since 2005.",2026-03-23,0,Monday,92,148,298.4846015088889,0.30719442514398987
"Utah State vs Arizona Predictions, Picks, Odds: March Madness Best Bets - Action Network",The Action Network,sports,2026-03-22 23:35:34+00:00,https://www.actionnetwork.com/ncaab/utah-state-aggies-vs-arizona-wildcats-predictions-picks-odds-ncaa-tournament-sunday-march-22,"Read our Utah State vs Arizona predictions, picks and odds for their NCAA Tournament game on Sunday, March 22.",2026-03-22,23,Sunday,88,110,299.16876817555556,0.29316840834197866
Joshua Jefferson hopes to return for Iowa State in Sweet 16 - ESPN,ESPN,sports,2026-03-22 23:29:00+00:00,https://www.espn.com/mens-college-basketball/story/_/id/48282173/joshua-jefferson-hopes-return-iowa-state-sweet-16,All-America forward Joshua Jefferson is getting a second chance at going out on his own terms at Iowa State.,2026-03-22,23,Sunday,66,108,299.27821262,0.2197961664422272
Tyler Reddick wins at Darlington in 4th NASCAR win this season for Michael Jordan’s team - NBC Sports,NBCSports.com,sports,2026-03-22 23:21:52+00:00,https://www.nbcsports.com/nascar/news/tyler-reddick-wins-at-darlington-in-4th-nascar-win-this-season-for-michael-jordans-team,Tyler Reddick chased down Brad Keselowski and led the final 28 laps Sunday at Darlington Raceway for his fourth NASCAR Cup Series victory this season.,2026-03-22,23,Sunday,101,150,299.3971015088889,0.336221619625086
Reports: Syracuse finalizing deal to hire Siena's Gerry McNamara as head coach - Times Union,Albany Times Union,sports,2026-03-22 23:13:53+00:00,https://www.timesunion.com/sports/article/reports-syracuse-finalizing-deal-hire-siena-s-22090564.php,"Siena men’s basketball coach Gerry McNamara is going back to Syracuse University, according to reports.",2026-03-22,23,Sunday,92,103,299.53015706444444,0.306125684352775
Latest development has things looking gloomy for Hubert Davis' future at UNC - Keeping It Heel,Keeping It Heel,sports,2026-03-22 22:35:01+00:00,https://keepingitheel.com/latest-development-has-things-looking-gloomy-for-hubert-davis-future-at-unc,"The more information that comes along, the more likely it appears that a head coaching change is coming.",2026-03-22,22,Sunday,94,104,300.1779348422222,0.3121078576000054
"Texas Tech vs Alabama Predictions, Picks, Odds — 3/22 - Action Network",The Action Network,sports,2026-03-22 22:23:00+00:00,https://www.actionnetwork.com/ncaab/texas-tech-red-raiders-vs-alabama-crimson-tide-predictions-picks-odds-ncaa-tournament-sunday-march-22,"Read our Texas Tech vs Alabama predictions, picks and odds for their NCAA Tournament game on Sunday, March 22.",2026-03-22,22,Sunday,70,110,300.37821262,0.2322662922162233
Luka Doncic avoids suspension after 16th tech rescinded - ESPN,ESPN,sports,2026-03-22 21:49:10+00:00,https://www.espn.com/nba/story/_/id/48281598/luka-doncic-avoids-suspension-16th-tech-rescinded,"The NBA has rescinded Luka Doncic's 16th technical foul, allowing him to play in the Los Angeles Lakers' road game against the Detroit Pistons on Monday night.",2026-03-22,21,Sunday,62,159,300.94210150888887,0.2053373798823308
Why Matt Fitzpatrick complained to a rules official about playing partner's behavior at the Valspar - hitc.com,"HITC - Football, Gaming, Movies, TV, Music",sports,2026-03-22 21:18:41+00:00,https://www.hitc.com/why-matt-fitzpatrick-complained-to-a-rules-official-about-playing-partners-behavior-at-the-valspar/,Matt Fitzpatrick was not happy with his playing partner during his final round at the Valspar Championship on Sunday.,2026-03-22,21,Sunday,110,117,301.45015706444445,0.36369628988673924
Baseball vs Vanderbilt on 3/22/2026 - Box Score - Mississippi State - Official Athletics Website,Hailstate.com,sports,2026-03-22 21:09:29+00:00,https://hailstate.com/sports/baseball/stats/2026/vanderbilt/boxscore/27395,Mississippi State,2026-03-22,21,Sunday,96,17,301.60349039777776,0.3172468363593766
Purdue advances to third consecutive Sweet 16. Here’s what to know for Sunday’s March Madness action - Yahoo Sports,CNN,sports,2026-03-22 21:07:17+00:00,https://www.cnn.com/2026/03/22/sport/march-madness-second-round-sunday,"Don’t cry because it’s over, smile because it happened. And wait another year for it to happen again.",2026-03-22,21,Sunday,115,101,301.64015706444445,0.37998922917394534
Man City dominates Arsenal to win English League Cup and make statement in Premier League title race - AP News,Associated Press,sports,2026-03-22 20:33:00+00:00,https://apnews.com/article/league-cup-final-wembley-arsenal-man-city-76667271281836d609ca415c329337ae,Manchester City has won the English League Cup with a 2-0 victory over Arsenal in the final at Wembley Stadium. Nico O’Reilly scored both goals in the second half as City claimed the first major piece of domestic silverware this season. Victory may also have …,2026-03-22,20,Sunday,110,260,302.2115459533333,0.3627830188792675
Why MotoGP's Brazil race was suddenly slashed - and what annoyed riders most - The Race,The-race.com,sports,2026-03-22 20:27:52+00:00,https://www.the-race.com/motogp/why-motogps-brazil-race-was-suddenly-slashed-and-what-annoyed-riders-most/,MotoGP riders have shed some more light on the sudden shortening of the Brazilian Grand Prix at Goiania due to track damage,2026-03-22,20,Sunday,87,123,302.2971015088889,0.2868474494717525
Thunder-Wizards Penalties - NBA,Heat.com,sports,2026-03-22 19:30:35+00:00,https://www.nba.com/news/nba-announces-penalties-thunder-wizards-altercation,The NBA announced the penalties for the on-court altercation that took place during the Thunder vs. Wizards game on March 21.,2026-03-22,19,Sunday,31,125,303.25182373111113,0.10188928243663346
Avalanche beat Caps 3-2 (OT) but Ovi scored - RMNB,Russian Machine Never Breaks,sports,2026-03-22 19:08:35+00:00,https://russianmachineneverbreaks.com/2026/03/22/avalanche-beat-caps-3-2-ot-but-ovi-scored/,"Final: Avalanche at Capitals at Capital One Arena. Read the full game summary, highlights, and instant reactions, and commentary.",2026-03-22,19,Sunday,50,129,303.61849039777775,0.16413974061360775
"Tennessee vs Virginia Predictions, How to Watch, 2026 March Madness Odds & Picks - Action Network",The Action Network,sports,2026-03-22 18:56:16+00:00,https://www.actionnetwork.com/ncaab/tennessee-volunteers-vs-virginia-cavaliers-predictions-picks-odds-ncaa-tournament-sunday-march-22,"Read our Tennessee vs Virginia predictions, picks and odds for their NCAA Tournament game on Sunday, March 22.",2026-03-22,18,Sunday,97,110,303.82376817555553,0.318216655415582
"2-Round 2026 NFL Mock Draft: Titans profit on a slide, Giants and Chiefs opt for luxury, and a run on pass rushers and weapons - A to Z Sports",Atozsports.com,sports,2026-03-22 18:18:46+00:00,https://atozsports.com/nfl-draft/2-round-2026-nfl-mock-draft-jeremiyah-love-rueben-bain-jr-jordyn-tyson-carnell-tate-arvell-reese-kenyon-sadiq/,"Latest 2-round 2026 NFL mock draft includes a deep run on pass rushers and offensive weapons, as well as an early emphasis on luxury.",2026-03-22,18,Sunday,142,133,304.44876817555553,0.4648897451712296
Hansi Flick goes crazy for Joao Cancelo after Barcelona beat Rayo - Barca Blaugranes,Barca Blaugranes,sports,2026-03-22 18:00:00+00:00,https://www.barcablaugranes.com/barcelona-la-liga/115929/hansi-flick-goes-crazy-for-joao-cancelo-after-barcelona-beat-rayo,The full-back is making an impact.,2026-03-22,18,Sunday,84,34,304.7615459533333,0.27472388569365896
"Every word Bruno Saltor said on Igor Tudor absence, why Micky van de Ven came off and Tel injury - Football London",Football.London,sports,2026-03-22 17:50:18+00:00,https://www.football.london/tottenham-hotspur-fc/news/every-word-bruno-saltor-said-33639749,Here's every word from the assistant Tottenham coach after the heavy defeat to Nottingham Forest on Sunday in the Premier League,2026-03-22,17,Sunday,114,128,304.92321262,0.37264253020774907
Randy Arozarena apologizes to Seattle teammate Cal Raleigh over comments after handshake snub at WBC - AP News,Associated Press,sports,2026-03-22 17:33:00+00:00,https://apnews.com/article/arozarena-raleigh-mariners-handshake-ac39b879a579bbbff2738dd6644bdf69,Randy Arozarena has apologized to Seattle Mariners teammate Cal Raleigh after Arozarena cursed out the catcher for not returning a handshake at the World Baseball Classic. Arozarena said in a statement issued through the Mariners that he doesn't want the inci…,2026-03-22,17,Sunday,110,260,305.2115459533333,0.35922877975595346
Tadej Pogacar Takes One Beautiful Step Closer To Completing Cycling - Defector,Defector.com,sports,2026-03-22 16:04:00+00:00,https://defector.com/tadej-pogacar-takes-one-beautiful-step-closer-to-completing-cycling,"Here is a loose rule that you can use to determine whether or not Tadej Pogacar is going to win a bike race: if you can see the flank of an asscheek protruding through his tattered skinsuit, nobody is beating him. One year after winning Strade Bianche with hi…",2026-03-22,16,Sunday,78,260,306.69487928666666,0.2534978813454045
"‘I Just About Died,’ Nebraska Star Pryce Sandfort Says About Vandy’s Half-Court Shot - Sports Illustrated",Sports Illustrated,sports,2026-03-22 15:21:49+00:00,https://www.si.com/college/nebraska/basketball/i-just-about-died-nebraska-star-pryce-sandfort-says-about-vandy-s-half-court-shot,The Huskers advance to Sweet 16 after Commodores’ last-second desperation shot nearly went in,2026-03-22,15,Sunday,105,93,307.39793484222224,0.34046920597480157
Brad Underwood's fiery postgame interview will have Illinois fans dreaming - Writing Illini,Writing Illini,sports,2026-03-22 14:50:00+00:00,https://writingillini.com/brad-underwoods-fiery-postgame-interview-will-have-illinois-fans-dreaming,Illinois head coach Brad Underwood isn't ready to go home quite yet and was excited for more after the Fighting Illini walloped the VCU Rams.,2026-03-22,14,Sunday,91,141,307.92821262,0.29456681611638813
NFL players’ biggest flag-football challenge: Playing defense - NBC Sports,NBCSports.com,sports,2026-03-22 14:31:46+00:00,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/nfl-players-biggest-flag-football-challenge-playing-defense,"On Saturday, the U.S. men's national flag football team gave current and former NFL players a crash course in the no-touchy version of the game.",2026-03-22,14,Sunday,74,144,308.2321015088889,0.239302451585457
Top Picks from the CBB Betting Splits for March Madness on Sunday March 22nd - VSiN,Vsin.com,sports,2026-03-22 14:24:57+00:00,http://vsin.com/college-basketball/top-picks-from-the-cbb-betting-splits-for-march-madness-on-sunday-march-22nd/,"Josh Appelbaum examines where Second Round smart money is leaning for Kentucky-Iowa State, Iowa-Florida and UCLA-Connecticut.",2026-03-22,14,Sunday,83,125,308.34571262,0.26830822802434356
Bryan Hodgson Named Providence Men’s Basketball Coach - Providence College Athletics,Friars.com,sports,2026-03-22 13:32:08+00:00,https://friars.com/news/2026/3/22/mens-basketball-bryan-hodgson-named-providence-mens-basketball-coach,"PROVIDENCE, R.I. - Providence College President Fr. Kenneth R. Sicard, O.P., and Athletics Director Steve Napolillo announced today (March 22) the appointmen...",2026-03-22,13,Sunday,84,160,309.22599039777776,0.2707703500028917
Sunday Second Round Games Open Thread 🏀 - SB Nation,SB Nation,sports,2026-03-22 13:10:11+00:00,https://www.sbnation.com/march-madness/post/KXaclVeUIsIA,"Eight teams have secured themselves a trip to the Sweet 16 already, and today we
will see who else joins them as the second round of men's NCAA tournament games
conclude today.

In the women's tournament, the second round of games will begin today and fin…",2026-03-22,13,Sunday,51,260,309.5918237311111,0.16420264830973874
Phillies Extend Cristopher Sanchez - MLB Trade Rumors,MLB Trade Rumors,sports,2026-03-22 13:01:19+00:00,https://www.mlbtraderumors.com/2026/03/phillies-extend-cristopher-sanchez.html,The Phillies are extending one of the game's top young starting pitchers. Read more at MLB Trade Rumors.,2026-03-22,13,Sunday,53,104,309.7396015088889,0.17056081601006978
Goggia wins to lock up World Cup super-G title. Aicher further closes gap on overall leader Shiffrin - AP News,Associated Press,sports,2026-03-22 12:30:00+00:00,https://apnews.com/article/alpine-skiing-superg-goggia-shiffrin-olympics-e1189931bb31afee4ba998509a5b5ab0,Sofia Goggia has won her third super-G of the season at the World Cup finals to secure the discipline title and Emma Aicher further closed the gap to overall leader Mikaela Shiffrin. Aicher started the race 95 points behind the American but had a solid run to…,2026-03-22,12,Sunday,110,260,310.2615459533333,0.3534005450724454
"Joe Rogan blames matchmakers for ‘crazy bad fight’ between MVP, Sam Patterson at UFC London - MMA Fighting",MMA Fighting,sports,2026-03-22 12:00:00+00:00,https://www.mmafighting.com/latest-news/478160/joe-rogan-blames-matchmakers-for-crazy-bad-fight-between-mvp-sam-patterson-at-ufc-london,Joe Rogan wasn’t a big fan of the UFC London fight between Michael ‘Venom’ Page and Sam Patterson on Saturday.,2026-03-22,12,Sunday,106,110,310.7615459533333,0.34000344614619926
James sets NBA appearance record in late Lakers win - BBC,BBC News,sports,2026-03-22 08:15:35+00:00,https://www.bbc.com/sport/basketball/articles/ckgwmwgg377o,"LeBron James sets the record for the most regular-season games played in NBA history as he helps the Los Angeles Lakers to a dramatic buzzer-beating 105-104 victory against the Orlando Magic in his 1,612th outing.",2026-03-22,8,Sunday,57,213,314.50182373111113,0.18066456582063592
"Everything Cael Sanderson said after Penn State wrestling set a points record, won its fifth straight NCAA Championship - On3",On3.com,sports,2026-03-22 02:32:24+00:00,https://www.on3.com/teams/penn-state-nittany-lions/news/everything-cael-sanderson-said-after-penn-state-wrestling-set-a-record-won-their-fifth-straight-ncaa-championship/,Penn State wrestling coach Cael Sanderson met the media after his team won the 2026 NCAA Championships. Here's everything he said.,2026-03-22,2,Sunday,125,130,320.2215459533333,0.38913952558512327
Clemson women's shining March moment wiped out because clock started late ahead of buzzer-beater - AP News,Associated Press,sports,2026-03-22 00:24:00+00:00,https://apnews.com/article/clemson-women-march-madness-buzzer-beater-clock-review-c45a136dd480b092f4a95be05ff18014,"A clock issue cost Clemson an apparent buzzer-beater in the women's NCAA Tournament. Mia Moore made a running 3-pointer at the buzzer against Southern California on Saturday, but officials looked at video and determined that the clock hadn't started on time. …",2026-03-22,0,Sunday,106,260,322.36154595333335,0.32780644862236535
